来源,排名,队伍 ID,战队,简称,地区,参赛状态,首发人数,队伍评分,稳定度,阵容位置,选手 ID,游戏 ID,真实姓名,国籍,年龄,位置,Rating,样本状态,数据日期,Team HLTV ID,Player HLTV ID
职业,210,hltv-team-13942,Finishers,FINIS,International,可参赛,5,1600,0.72,首发,hltv-player-15546,bluek1NG,Jaidyn Coll-Baker,Australia,24,Unset,1.00,insufficient,2026-08-10,13942,15546
职业,210,hltv-team-13942,Finishers,FINIS,International,可参赛,5,1600,0.72,首发,hltv-player-20209,1nstah,Tormi Tasane,Estonia,24,Unset,1.00,insufficient,2026-08-10,13942,20209
职业,210,hltv-team-13942,Finishers,FINIS,International,可参赛,5,1600,0.72,首发,hltv-player-22972,kasze,Weiheng Lin,China,24,Unset,1.00,insufficient,2026-08-10,13942,22972
职业,210,hltv-team-13942,Finishers,FINIS,International,可参赛,5,1600,0.72,首发,hltv-player-23342,helix,James Sawyer,Australia,24,Unset,1.00,insufficient,2026-08-10,13942,23342
职业,210,hltv-team-13942,Finishers,FINIS,International,可参赛,5,1600,0.72,首发,hltv-player-24778,ELFMELK,Aryan Ergin,Australia,24,Unset,1.00,insufficient,2026-08-10,13942,24778
职业,211,hltv-team-12533,Atrix,ATRIX,International,可参赛,5,1568,0.72,首发,hltv-player-19998,REGIANE,Regiane Santos,Brazil,24,Unset,0.75,current,2026-08-10,12533,19998
职业,211,hltv-team-12533,Atrix,ATRIX,International,可参赛,5,1568,0.72,首发,hltv-player-20501,bokor,Gabriela Bokor,Brazil,24,Unset,1.00,insufficient,2026-08-10,12533,20501
职业,211,hltv-team-12533,Atrix,ATRIX,International,可参赛,5,1568,0.72,首发,hltv-player-21733,LyttleZ,Mariana Sabia,Brazil,24,Unset,1.15,current,2026-08-10,12533,21733
职业,211,hltv-team-12533,Atrix,ATRIX,International,可参赛,5,1568,0.72,首发,hltv-player-23092,Sofiaxyz,Sofia Castelli,Brazil,24,Unset,1.00,insufficient,2026-08-10,12533,23092
职业,211,hltv-team-12533,Atrix,ATRIX,International,可参赛,5,1568,0.72,首发,hltv-player-23514,Eleven,Dani Alves Barbalho,Brazil,24,Unset,0.83,current,2026-08-10,12533,23514
职业,212,hltv-team-13865,Arch,ARCH,International,可参赛,5,1602,0.72,首发,hltv-player-22445,ka1do,Egor Fomichev,Russia,24,Unset,1.13,current,2026-08-10,13865,22445
职业,212,hltv-team-13865,Arch,ARCH,International,可参赛,5,1602,0.72,首发,hltv-player-23252,Dis1,Artyom Belokosov,Russia,24,Unset,1.03,current,2026-08-10,13865,23252
职业,212,hltv-team-13865,Arch,ARCH,International,可参赛,5,1602,0.72,首发,hltv-player-25965,f1R,Ruslan Aksanov,Russia,24,Unset,1.21,current,2026-08-10,13865,25965
职业,212,hltv-team-13865,Arch,ARCH,International,可参赛,5,1602,0.72,首发,hltv-player-25967,MaLLiC,Tyulenev Egor,Russia,24,Unset,0.91,current,2026-08-10,13865,25967
职业,212,hltv-team-13865,Arch,ARCH,International,可参赛,5,1602,0.72,首发,hltv-player-25968,web sun,Kirill Anikev,Russia,24,Unset,0.74,current,2026-08-10,13865,25968
职业,213,hltv-team-13563,Diamant,DIAMA,International,可参赛,5,1590,0.72,首发,hltv-player-18993,jkXy,Jan Konečnik,Slovenia,24,Unset,0.95,current,2026-08-10,13563,18993
职业,213,hltv-team-13563,Diamant,DIAMA,International,可参赛,5,1590,0.72,首发,hltv-player-23015,Damsi,Damian Sokulski,Denmark,24,Unset,0.91,current,2026-08-10,13563,23015
职业,213,hltv-team-13563,Diamant,DIAMA,International,可参赛,5,1590,0.72,首发,hltv-player-25651,Libra,Enej Požar,Slovenia,24,Unset,1.10,current,2026-08-10,13563,25651
职业,213,hltv-team-13563,Diamant,DIAMA,International,可参赛,5,1590,0.72,首发,hltv-player-25652,Destro,Jakob Pertinač,Slovenia,24,Unset,0.96,current,2026-08-10,13563,25652
职业,213,hltv-team-13563,Diamant,DIAMA,International,可参赛,5,1590,0.72,首发,hltv-player-25653,jernejj,Jernej Anžel,Slovenia,24,Unset,1.00,current,2026-08-10,13563,25653
职业,214,hltv-team-11336,DETONATE,DETON,International,可参赛,5,1596,0.72,首发,hltv-player-17210,carN,Timothy Adams,United States,24,Unset,0.93,current,2026-08-10,11336,17210
职业,214,hltv-team-11336,DETONATE,DETON,International,可参赛,5,1596,0.72,首发,hltv-player-20786,tatm,Matthew Munro,United States,24,Unset,0.96,current,2026-08-10,11336,20786
职业,214,hltv-team-11336,DETONATE,DETON,International,可参赛,5,1596,0.72,首发,hltv-player-21881,chante,Austin Ganster,United States,24,Unset,0.93,current,2026-08-10,11336,21881
职业,214,hltv-team-11336,DETONATE,DETON,International,可参赛,5,1596,0.72,首发,hltv-player-25226,Maxuel,Max Barutt,United States,24,Unset,1.15,current,2026-08-10,11336,25226
职业,214,hltv-team-11336,DETONATE,DETON,International,可参赛,5,1596,0.72,首发,hltv-player-26228,arush,Arush Kumra,United States,24,Unset,1.00,insufficient,2026-08-10,11336,26228
职业,215,hltv-team-13657,Blitzkrieg,BLITZ,International,阵容不完整/不可参赛,4,1453,0.72,首发,hltv-player-10351,points,Camilo Londoño,Colombia,24,Unset,0.76,current,2026-08-10,13657,10351
职业,215,hltv-team-13657,Blitzkrieg,BLITZ,International,阵容不完整/不可参赛,4,1453,0.72,首发,hltv-player-12339,TORITO,Joel Rios Manrique,Peru,24,Unset,0.94,current,2026-08-10,13657,12339
职业,215,hltv-team-13657,Blitzkrieg,BLITZ,International,阵容不完整/不可参赛,4,1453,0.72,首发,hltv-player-19915,otEB,Jesus Gastelum,Mexico,24,Unset,0.59,current,2026-08-10,13657,19915
职业,215,hltv-team-13657,Blitzkrieg,BLITZ,International,阵容不完整/不可参赛,4,1453,0.72,首发,hltv-player-25508,vanilla,Francisco M.,Mexico,24,Unset,0.73,current,2026-08-10,13657,25508
虚构,,fictional-team-123ok8u,北斗俱乐部,北斗,Asia,可参赛,5,1544,0.86,首发,fictional-player-us5d5n,韩曜,江墨岳,中国,23,IGL,0.93,,2026-08-10,,
虚构,,fictional-team-123ok8u,北斗俱乐部,北斗,Asia,可参赛,5,1544,0.86,首发,fictional-player-ui5rgo,许策,程寒澈,中国,23,AWPer,0.91,,2026-08-10,,
虚构,,fictional-team-123ok8u,北斗俱乐部,北斗,Asia,可参赛,5,1544,0.86,首发,fictional-player-vc4kjl,程尘,罗曜烬,中国,21,Entry,1.02,,2026-08-10,,
虚构,,fictional-team-123ok8u,北斗俱乐部,北斗,Asia,可参赛,5,1544,0.86,首发,fictional-player-v24yum,宋远,叶鸣远,中国,21,Rifler,1.18,,2026-08-10,,
虚构,,fictional-team-123ok8u,北斗俱乐部,北斗,Asia,可参赛,5,1544,0.86,首发,fictional-player-vw3rxj,魏川,宋墨岳,中国,19,Support,0.91,,2026-08-10,,
虚构,,fictional-team-2yg9d3,苍狼电子竞技,苍狼,Asia,可参赛,5,1627,0.59,首发,fictional-player-1mhimkq,林鸣,韩鸣远,中国,20,IGL,1.17,,2026-08-10,,
虚构,,fictional-team-2yg9d3,苍狼电子竞技,苍狼,Asia,可参赛,5,1627,0.59,首发,fictional-player-1mri89p,周凛,夏墨岳,中国,30,AWPer,1.20,,2026-08-10,,
虚构,,fictional-team-2yg9d3,苍狼电子竞技,苍狼,Asia,可参赛,5,1627,0.59,首发,fictional-player-1lxjf6s,沈霄,顾寒澈,中国,23,Entry,1.20,,2026-08-10,,
虚构,,fictional-team-2yg9d3,苍狼电子竞技,苍狼,Asia,可参赛,5,1627,0.59,首发,fictional-player-1m7j0vr,陆岳,许曜烬,中国,28,Rifler,0.89,,2026-08-10,,
虚构,,fictional-team-2yg9d3,苍狼电子竞技,苍狼,Asia,可参赛,5,1627,0.59,首发,fictional-player-1ldk7su,顾岚,邵鸣远,中国,20,Support,1.13,,2026-08-10,,
虚构,,fictional-team-fmc9jo,赤霄俱乐部,赤霄,Asia,可参赛,5,1586,0.65,首发,fictional-player-11531u9,邵曜,江墨岳,中国,17,IGL,1.19,,2026-08-10,,
虚构,,fictional-team-fmc9jo,赤霄俱乐部,赤霄,Asia,可参赛,5,1586,0.65,首发,fictional-player-10v3g5a,罗策,程寒澈,中国,19,AWPer,1.17,,2026-08-10,,
虚构,,fictional-team-fmc9jo,赤霄俱乐部,赤霄,Asia,可参赛,5,1586,0.65,首发,fictional-player-10l3ugb,林尘,罗曜烬,中国,20,Entry,0.88,,2026-08-10,,
虚构,,fictional-team-fmc9jo,赤霄俱乐部,赤霄,Asia,可参赛,5,1586,0.65,首发,fictional-player-10b48rc,周远,叶鸣远,中国,21,Rifler,1.14,,2026-08-10,,
虚构,,fictional-team-fmc9jo,赤霄俱乐部,赤霄,Asia,可参赛,5,1586,0.65,首发,fictional-player-1291gm5,沈川,宋墨岳,中国,24,Support,0.90,,2026-08-10,,
虚构,,fictional-team-3fl81r,烽火竞技,烽火,Asia,可参赛,5,1605,0.48,首发,fictional-player-1g03nf6,白寒,林寒澈,中国,27,IGL,1.20,,2026-08-10,,
虚构,,fictional-team-3fl81r,烽火竞技,烽火,Asia,可参赛,5,1605,0.48,首发,fictional-player-1ga3945,夏辰,唐曜烬,中国,21,AWPer,1.02,,2026-08-10,,
虚构,,fictional-team-3fl81r,烽火竞技,烽火,Asia,可参赛,5,1605,0.48,首发,fictional-player-1fg4g18,邵野,魏鸣远,中国,17,Entry,0.91,,2026-08-10,,
虚构,,fictional-team-3fl81r,烽火竞技,烽火,Asia,可参赛,5,1605,0.48,首发,fictional-player-1fq41q7,罗烬,周墨岳,中国,28,Rifler,1.17,,2026-08-10,,
虚构,,fictional-team-3fl81r,烽火竞技,烽火,Asia,可参赛,5,1605,0.48,首发,fictional-player-1ew58na,林星,苏寒澈,中国,24,Support,1.12,,2026-08-10,,
虚构,,fictional-team-7kft7f,金乌电子竞技,金乌,Asia,可参赛,5,1625,0.59,首发,fictional-player-12chrue,苏鸣,韩鸣远,中国,20,IGL,1.20,,2026-08-10,,
虚构,,fictional-team-7kft7f,金乌电子竞技,金乌,Asia,可参赛,5,1625,0.59,首发,fictional-player-12mhdjd,秦凛,夏墨岳,中国,22,AWPer,1.12,,2026-08-10,,
虚构,,fictional-team-7kft7f,金乌电子竞技,金乌,Asia,可参赛,5,1625,0.59,首发,fictional-player-11sikgg,韩霄,顾寒澈,中国,24,Entry,1.09,,2026-08-10,,
虚构,,fictional-team-7kft7f,金乌电子竞技,金乌,Asia,可参赛,5,1625,0.59,首发,fictional-player-122i65f,许岳,许曜烬,中国,30,Rifler,1.06,,2026-08-10,,
虚构,,fictional-team-7kft7f,金乌电子竞技,金乌,Asia,可参赛,5,1625,0.59,首发,fictional-player-13gg6ma,程岚,邵鸣远,中国,17,Support,1.11,,2026-08-10,,
虚构,,fictional-team-12npdee,昆仑竞技,昆仑,Asia,可参赛,5,1531,0.48,首发,fictional-player-13gu8sj,苏寒,林寒澈,中国,31,IGL,1.01,,2026-08-10,,
虚构,,fictional-team-12npdee,昆仑竞技,昆仑,Asia,可参赛,5,1531,0.48,首发,fictional-player-136un3k,秦辰,唐曜烬,中国,23,AWPer,0.96,,2026-08-10,,
虚构,,fictional-team-12npdee,昆仑竞技,昆仑,Asia,可参赛,5,1531,0.48,首发,fictional-player-140tg6h,韩野,魏鸣远,中国,26,Entry,0.95,,2026-08-10,,
虚构,,fictional-team-12npdee,昆仑竞技,昆仑,Asia,可参赛,5,1531,0.48,首发,fictional-player-13qtuhi,许烬,周墨岳,中国,17,Rifler,1.01,,2026-08-10,,
虚构,,fictional-team-12npdee,昆仑竞技,昆仑,Asia,可参赛,5,1531,0.48,首发,fictional-player-14ksnkf,程星,苏寒澈,中国,20,Support,0.92,,2026-08-10,,
虚构,,fictional-team-p0pv6x,雷池俱乐部,雷池,Asia,可参赛,5,1615,0.65,首发,fictional-player-1ksjfw4,魏曜,江墨岳,中国,20,IGL,0.95,,2026-08-10,,
虚构,,fictional-team-p0pv6x,雷池俱乐部,雷池,Asia,可参赛,5,1615,0.65,首发,fictional-player-1l2j1l3,陶策,程寒澈,中国,28,AWPer,1.17,,2026-08-10,,
虚构,,fictional-team-p0pv6x,雷池俱乐部,雷池,Asia,可参赛,5,1615,0.65,首发,fictional-player-1lcina2,白尘,罗曜烬,中国,22,Entry,1.14,,2026-08-10,,
虚构,,fictional-team-p0pv6x,雷池俱乐部,雷池,Asia,可参赛,5,1615,0.65,首发,fictional-player-1lmi8z1,夏远,叶鸣远,中国,23,Rifler,1.09,,2026-08-10,,
虚构,,fictional-team-p0pv6x,雷池俱乐部,雷池,Asia,可参赛,5,1615,0.65,首发,fictional-player-1jol148,邵川,宋墨岳,中国,20,Support,1.15,,2026-08-10,,
虚构,,fictional-team-pupnpj,凌云战队,凌云,Asia,可参赛,5,1560,0.54,首发,fictional-player-1n050oa,魏墨,陶曜烬,中国,19,IGL,1.14,,2026-08-10,,
虚构,,fictional-team-pupnpj,凌云战队,凌云,Asia,可参赛,5,1560,0.54,首发,fictional-player-1na4md9,陶衡,沈鸣远,中国,23,AWPer,0.95,,2026-08-10,,
虚构,,fictional-team-pupnpj,凌云战队,凌云,Asia,可参赛,5,1560,0.54,首发,fictional-player-1mg5tac,白舟,秦墨岳,中国,22,Entry,1.04,,2026-08-10,,
虚构,,fictional-team-pupnpj,凌云战队,凌云,Asia,可参赛,5,1560,0.54,首发,fictional-player-1mq5ezb,夏澈,白寒澈,中国,27,Rifler,0.98,,2026-08-10,,
虚构,,fictional-team-pupnpj,凌云战队,凌云,Asia,可参赛,5,1560,0.54,首发,fictional-player-1lw6lwe,邵锋,陆曜烬,中国,25,Support,0.97,,2026-08-10,,
虚构,,fictional-team-1k19zo1,龙渊电子竞技,龙渊,Asia,可参赛,5,1593,0.81,首发,fictional-player-1p7e7kc,顾鸣,韩鸣远,中国,30,IGL,1.23,,2026-08-10,,
虚构,,fictional-team-1k19zo1,龙渊电子竞技,龙渊,Asia,可参赛,5,1593,0.81,首发,fictional-player-1phdt9b,江凛,夏墨岳,中国,25,AWPer,0.95,,2026-08-10,,
虚构,,fictional-team-1k19zo1,龙渊电子竞技,龙渊,Asia,可参赛,5,1593,0.81,首发,fictional-player-1prdeya,叶霄,顾寒澈,中国,20,Entry,1.23,,2026-08-10,,
虚构,,fictional-team-1k19zo1,龙渊电子竞技,龙渊,Asia,可参赛,5,1593,0.81,首发,fictional-player-1q1d0n9,唐岳,许曜烬,中国,17,Rifler,0.96,,2026-08-10,,
虚构,,fictional-team-1k19zo1,龙渊电子竞技,龙渊,Asia,可参赛,5,1593,0.81,首发,fictional-player-1o3fssg,苏岚,邵鸣远,中国,19,Support,0.96,,2026-08-10,,
虚构,,fictional-team-166xz3t,墨影俱乐部,墨影,Asia,可参赛,5,1584,0.86,首发,fictional-player-u1np7o,沈曜,江墨岳,中国,28,IGL,0.93,,2026-08-10,,
虚构,,fictional-team-166xz3t,墨影俱乐部,墨影,Asia,可参赛,5,1584,0.86,首发,fictional-player-ubnawn,陆策,程寒澈,中国,27,AWPer,0.91,,2026-08-10,,
虚构,,fictional-team-166xz3t,墨影俱乐部,墨影,Asia,可参赛,5,1584,0.86,首发,fictional-player-ulmwlm,顾尘,罗曜烬,中国,27,Entry,1.22,,2026-08-10,,
虚构,,fictional-team-166xz3t,墨影俱乐部,墨影,Asia,可参赛,5,1584,0.86,首发,fictional-player-uvmial,江远,叶鸣远,中国,26,Rifler,1.01,,2026-08-10,,
虚构,,fictional-team-166xz3t,墨影俱乐部,墨影,Asia,可参赛,5,1584,0.86,首发,fictional-player-sxpafs,叶川,宋墨岳,中国,28,Support,1.19,,2026-08-10,,
虚构,,fictional-team-ivtsch,磐石战队,磐石,Asia,可参赛,5,1612,0.76,首发,fictional-player-1p80bq4,邵墨,陶曜烬,中国,28,IGL,1.17,,2026-08-10,,
虚构,,fictional-team-ivtsch,磐石战队,磐石,Asia,可参赛,5,1612,0.76,首发,fictional-player-1phzxf3,罗衡,沈鸣远,中国,23,AWPer,0.89,,2026-08-10,,
虚构,,fictional-team-ivtsch,磐石战队,磐石,Asia,可参赛,5,1612,0.76,首发,fictional-player-1przj42,林舟,秦墨岳,中国,21,Entry,1.04,,2026-08-10,,
虚构,,fictional-team-ivtsch,磐石战队,磐石,Asia,可参赛,5,1612,0.76,首发,fictional-player-1q1z4t1,周澈,白寒澈,中国,17,Rifler,1.20,,2026-08-10,,
虚构,,fictional-team-ivtsch,磐石战队,磐石,Asia,可参赛,5,1612,0.76,首发,fictional-player-1o41wy8,沈锋,陆曜烬,中国,18,Support,1.18,,2026-08-10,,
虚构,,fictional-team-1diqjnp,破晓战队,破晓,Asia,可参赛,5,1624,0.76,首发,fictional-player-91pviw,韩墨,陶曜烬,中国,26,IGL,1.20,,2026-08-10,,
虚构,,fictional-team-1diqjnp,破晓战队,破晓,Asia,可参赛,5,1624,0.76,首发,fictional-player-9bph7v,许衡,沈鸣远,中国,17,AWPer,1.14,,2026-08-10,,
虚构,,fictional-team-1diqjnp,破晓战队,破晓,Asia,可参赛,5,1624,0.76,首发,fictional-player-9lp2wu,程舟,秦墨岳,中国,19,Entry,1.13,,2026-08-10,,
虚构,,fictional-team-1diqjnp,破晓战队,破晓,Asia,可参赛,5,1624,0.76,首发,fictional-player-9voolt,宋澈,白寒澈,中国,28,Rifler,0.97,,2026-08-10,,
虚构,,fictional-team-1diqjnp,破晓战队,破晓,Asia,可参赛,5,1624,0.76,首发,fictional-player-a5oaas,魏锋,陆曜烬,中国,26,Support,1.13,,2026-08-10,,
虚构,,fictional-team-e7ohsi,千帆竞技,千帆,Asia,可参赛,5,1546,0.7,首发,fictional-player-xabxrb,周寒,林寒澈,中国,18,IGL,1.17,,2026-08-10,,
虚构,,fictional-team-e7ohsi,千帆竞技,千帆,Asia,可参赛,5,1546,0.7,首发,fictional-player-x0cc2c,沈寒,唐曜烬,中国,22,AWPer,1.06,,2026-08-10,,
虚构,,fictional-team-e7ohsi,千帆竞技,千帆,Asia,可参赛,5,1546,0.7,首发,fictional-player-xub559,陆寒,魏鸣远,中国,30,Entry,0.89,,2026-08-10,,
虚构,,fictional-team-e7ohsi,千帆竞技,千帆,Asia,可参赛,5,1546,0.7,首发,fictional-player-xkbjga,江寒,周墨岳,中国,21,Rifler,0.89,,2026-08-10,,
虚构,,fictional-team-e7ohsi,千帆竞技,千帆,Asia,可参赛,5,1546,0.7,首发,fictional-player-w6dizf,叶寒,苏寒澈,中国,21,Support,0.96,,2026-08-10,,
虚构,,fictional-team-adggdg,青锋竞技,青锋,Asia,可参赛,5,1632,0.7,首发,fictional-player-1i2jpd,程寒,林寒澈,中国,30,IGL,1.13,,2026-08-10,,
虚构,,fictional-team-adggdg,青锋竞技,青锋,Asia,可参赛,5,1632,0.7,首发,fictional-player-182y0e,宋辰,唐曜烬,中国,30,AWPer,1.21,,2026-08-10,,
虚构,,fictional-team-adggdg,青锋竞技,青锋,Asia,可参赛,5,1632,0.7,首发,fictional-player-y3cbf,魏野,魏鸣远,中国,26,Entry,1.14,,2026-08-10,,
虚构,,fictional-team-adggdg,青锋竞技,青锋,Asia,可参赛,5,1632,0.7,首发,fictional-player-o3qmg,陶烬,周墨岳,中国,21,Rifler,0.97,,2026-08-10,,
虚构,,fictional-team-adggdg,青锋竞技,青锋,Asia,可参赛,5,1632,0.7,首发,fictional-player-2m0yh9,白星,苏寒澈,中国,17,Support,1.18,,2026-08-10,,
虚构,,fictional-team-76gjbu,山海电子竞技,山海,Asia,可参赛,5,1620,0.81,首发,fictional-player-btnl33,魏寒,韩鸣远,中国,22,IGL,1.20,,2026-08-10,,
虚构,,fictional-team-76gjbu,山海电子竞技,山海,Asia,可参赛,5,1620,0.81,首发,fictional-player-bjnze4,陶寒,夏墨岳,中国,28,AWPer,1.16,,2026-08-10,,
虚构,,fictional-team-76gjbu,山海电子竞技,山海,Asia,可参赛,5,1620,0.81,首发,fictional-player-cdmsh1,夏寒,顾寒澈,中国,23,Entry,1.15,,2026-08-10,,
虚构,,fictional-team-76gjbu,山海电子竞技,山海,Asia,可参赛,5,1620,0.81,首发,fictional-player-c3n6s2,邵寒,许曜烬,中国,25,Rifler,1.01,,2026-08-10,,
虚构,,fictional-team-76gjbu,山海电子竞技,山海,Asia,可参赛,5,1620,0.81,首发,fictional-player-app6b7,罗寒,邵鸣远,中国,28,Support,1.02,,2026-08-10,,
虚构,,fictional-team-tzk1tq,霜火竞技,霜火,Asia,可参赛,5,1610,0.48,首发,fictional-player-jvp8d7,林寒,林寒澈,中国,25,IGL,1.20,,2026-08-10,,
虚构,,fictional-team-tzk1tq,霜火竞技,霜火,Asia,可参赛,5,1610,0.48,首发,fictional-player-jlpmo8,周辰,唐曜烬,中国,24,AWPer,0.98,,2026-08-10,,
虚构,,fictional-team-tzk1tq,霜火竞技,霜火,Asia,可参赛,5,1610,0.48,首发,fictional-player-kfofr5,沈野,魏鸣远,中国,27,Entry,1.04,,2026-08-10,,
虚构,,fictional-team-tzk1tq,霜火竞技,霜火,Asia,可参赛,5,1610,0.48,首发,fictional-player-k5ou26,陆烬,周墨岳,中国,19,Rifler,1.04,,2026-08-10,,
虚构,,fictional-team-tzk1tq,霜火竞技,霜火,Asia,可参赛,5,1610,0.48,首发,fictional-player-kznn53,顾星,苏寒澈,中国,24,Support,1.20,,2026-08-10,,
虚构,,fictional-team-16snvcc,天穹电子竞技,天穹,Asia,可参赛,5,1635,0.81,首发,fictional-player-ll87a1,白鸣,韩鸣远,中国,31,IGL,1.23,,2026-08-10,,
虚构,,fictional-team-16snvcc,天穹电子竞技,天穹,Asia,可参赛,5,1635,0.81,首发,fictional-player-lb8ll2,夏凛,夏墨岳,中国,17,AWPer,1.09,,2026-08-10,,
虚构,,fictional-team-16snvcc,天穹电子竞技,天穹,Asia,可参赛,5,1635,0.81,首发,fictional-player-l18zw3,邵霄,顾寒澈,中国,17,Entry,1.05,,2026-08-10,,
虚构,,fictional-team-16snvcc,天穹电子竞技,天穹,Asia,可参赛,5,1635,0.81,首发,fictional-player-kr9e74,罗岳,许曜烬,中国,28,Rifler,1.16,,2026-08-10,,
虚构,,fictional-team-16snvcc,天穹电子竞技,天穹,Asia,可参赛,5,1635,0.81,首发,fictional-player-mp6m1x,林岚,邵鸣远,中国,23,Support,1.12,,2026-08-10,,
虚构,,fictional-team-1osgbb4,无界俱乐部,无界,Asia,可参赛,5,1640,0.86,首发,fictional-player-1e0yf39,林川,江墨岳,中国,24,IGL,1.15,,2026-08-10,,
虚构,,fictional-team-1osgbb4,无界俱乐部,无界,Asia,可参赛,5,1640,0.86,首发,fictional-player-1dqytea,周川,程寒澈,中国,24,AWPer,1.14,,2026-08-10,,
虚构,,fictional-team-1osgbb4,无界俱乐部,无界,Asia,可参赛,5,1640,0.86,首发,fictional-player-1dgz7pb,陆川,罗曜烬,中国,28,Entry,1.13,,2026-08-10,,
虚构,,fictional-team-1osgbb4,无界俱乐部,无界,Asia,可参赛,5,1640,0.86,首发,fictional-player-1d6zm0c,顾川,叶鸣远,中国,23,Rifler,1.20,,2026-08-10,,
虚构,,fictional-team-1osgbb4,无界俱乐部,无界,Asia,可参赛,5,1640,0.86,首发,fictional-player-1cx00bd,江川,宋墨岳,中国,24,Support,1.07,,2026-08-10,,
虚构,,fictional-team-1u09pk1,星河竞技,星河,Asia,可参赛,5,1588,0.7,首发,fictional-player-1sahruk,顾寒,林寒澈,中国,27,IGL,0.88,,2026-08-10,,
虚构,,fictional-team-1u09pk1,星河竞技,星河,Asia,可参赛,5,1588,0.7,首发,fictional-player-1skhdjj,江辰,唐曜烬,中国,21,AWPer,1.14,,2026-08-10,,
虚构,,fictional-team-1u09pk1,星河竞技,星河,Asia,可参赛,5,1588,0.7,首发,fictional-player-1sugz8i,叶野,魏鸣远,中国,28,Entry,1.05,,2026-08-10,,
虚构,,fictional-team-1u09pk1,星河竞技,星河,Asia,可参赛,5,1588,0.7,首发,fictional-player-1t4gkxh,唐烬,周墨岳,中国,18,Rifler,1.10,,2026-08-10,,
虚构,,fictional-team-1u09pk1,星河竞技,星河,Asia,可参赛,5,1588,0.7,首发,fictional-player-1r6jd2o,苏星,苏寒澈,中国,17,Support,1.12,,2026-08-10,,
虚构,,fictional-team-1dwfaei,玄甲战队,玄甲,Asia,可参赛,5,1627,0.54,首发,fictional-player-tpcbzj,叶墨,陶曜烬,中国,25,IGL,1.17,,2026-08-10,,
虚构,,fictional-team-1dwfaei,玄甲战队,玄甲,Asia,可参赛,5,1627,0.54,首发,fictional-player-tfcqak,唐衡,沈鸣远,中国,24,AWPer,1.13,,2026-08-10,,
虚构,,fictional-team-1dwfaei,玄甲战队,玄甲,Asia,可参赛,5,1627,0.54,首发,fictional-player-u9bjdh,苏舟,秦墨岳,中国,24,Entry,1.17,,2026-08-10,,
虚构,,fictional-team-1dwfaei,玄甲战队,玄甲,Asia,可参赛,5,1627,0.54,首发,fictional-player-tzbxoi,秦澈,白寒澈,中国,25,Rifler,1.04,,2026-08-10,,
虚构,,fictional-team-1dwfaei,玄甲战队,玄甲,Asia,可参赛,5,1627,0.54,首发,fictional-player-sldx7n,韩锋,陆曜烬,中国,29,Support,1.08,,2026-08-10,,
虚构,,fictional-team-4jm5xy,曜石竞技,曜石,Asia,可参赛,5,1625,0.48,首发,fictional-player-psqr2b,唐川,林寒澈,中国,20,IGL,1.22,,2026-08-10,,
虚构,,fictional-team-4jm5xy,曜石竞技,曜石,Asia,可参赛,5,1625,0.48,首发,fictional-player-pir5dc,苏川,唐曜烬,中国,28,AWPer,1.07,,2026-08-10,,
虚构,,fictional-team-4jm5xy,曜石竞技,曜石,Asia,可参赛,5,1625,0.48,首发,fictional-player-qcpyg9,秦川,魏鸣远,中国,20,Entry,1.24,,2026-08-10,,
虚构,,fictional-team-4jm5xy,曜石竞技,曜石,Asia,可参赛,5,1625,0.48,首发,fictional-player-q2qcra,许川,周墨岳,中国,19,Rifler,0.99,,2026-08-10,,
虚构,,fictional-team-4jm5xy,曜石竞技,曜石,Asia,可参赛,5,1625,0.48,首发,fictional-player-qwp5u7,程川,苏寒澈,中国,22,Support,1.06,,2026-08-10,,
虚构,,fictional-team-11fi1a6,银翼战队,银翼,Asia,可参赛,5,1645,0.76,首发,fictional-player-17omvdn,唐寒,陶曜烬,中国,29,IGL,1.18,,2026-08-10,,
虚构,,fictional-team-11fi1a6,银翼战队,银翼,Asia,可参赛,5,1645,0.76,首发,fictional-player-17en9oo,秦寒,沈鸣远,中国,19,AWPer,1.05,,2026-08-10,,
虚构,,fictional-team-11fi1a6,银翼战队,银翼,Asia,可参赛,5,1645,0.76,首发,fictional-player-188m2rl,韩寒,秦墨岳,中国,24,Entry,1.19,,2026-08-10,,
虚构,,fictional-team-11fi1a6,银翼战队,银翼,Asia,可参赛,5,1645,0.76,首发,fictional-player-17ymh2m,许寒,白寒澈,中国,18,Rifler,1.23,,2026-08-10,,
虚构,,fictional-team-11fi1a6,银翼战队,银翼,Asia,可参赛,5,1645,0.76,首发,fictional-player-18sla5j,宋寒,陆曜烬,中国,22,Support,1.08,,2026-08-10,,
虚构,,fictional-team-cz7nj0,云海战队,云海,Asia,可参赛,5,1598,0.54,首发,fictional-player-186k5ux,沈墨,陶曜烬,中国,30,IGL,1.22,,2026-08-10,,
虚构,,fictional-team-cz7nj0,云海战队,云海,Asia,可参赛,5,1598,0.54,首发,fictional-player-17wkk5y,陆衡,沈鸣远,中国,24,AWPer,0.98,,2026-08-10,,
虚构,,fictional-team-cz7nj0,云海战队,云海,Asia,可参赛,5,1598,0.54,首发,fictional-player-17mkygz,顾舟,秦墨岳,中国,19,Entry,1.22,,2026-08-10,,
